,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,time signature,genre
6aC5XzyYTnxmkhAds56z2C,0.509,0.81,-5.951,0.0842,0.00372,0.0,0.69,0.36,123.055,0,1,4,pop
1uXbwHHfgsXcUKfSZw5ZJ0,0.733,0.899,-4.237,0.143,0.00496,4.72e-05,0.372,0.76,127.086,0,1,4,pop
0ADG9OgdVTL7fgREP75BrZ,0.576,0.782,-4.825,0.0296,0.00778,0.0,0.285,0.355,141.153,6,0,4,pop
2dIGFrv4mljwdyrszh4pjv,0.641,0.706,-11.807,0.0333,0.0317,0.000805,0.206,0.404,125.974,8,0,4,pop
1NrJYpdAi7uosDRPmSYrsG,0.593,0.74,-6.12,0.0339,0.363,2.22e-05,0.102,0.502,118.008,8,1,4,pop
34gCuhDGsG4bRPIf9bb02f,0.781,0.445,-6.061,0.0295,0.474,0.0,0.184,0.591,78.998,2,1,4,pop
5B3UK9FclS6qTVcrYk9lRP,0.653,0.897,-3.519,0.0319,0.000219,0.0136,0.112,0.043,128.026,1,1,4,pop
0AH6WMe3OlAlUb5miXt2FQ,0.789,0.716,-4.241,0.0432,0.129,1.07e-05,0.069,0.611,125.906,11,0,4,pop
5rwdhliMmo0aAQ08vU0AOZ,0.742,0.713,-5.522,0.0303,0.0205,0.0,0.059,0.879,120.032,1,0,4,pop
58rFzMvW9kxNwMtGTgBQoP,0.448,0.784,-3.686,0.0627,0.106,0.000108,0.668,0.236,136.245,9,1,4,pop
4i2zhg5fHx4kSwaycOPJqH,0.541,0.785,-4.199,0.0364,0.00631,0.0,0.135,0.503,174.088,5,0,4,pop
55h7vJchibLdUkxdlX3fK7,0.874,0.692,-5.28,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,5,0,4,pop
2zFF6jG5hQArbzcXz3KUWk,0.583,0.61,-5.639,0.0382,0.00425,0.000105,0.14,0.336,114.06,5,0,4,pop
4nAsykHmK2N7clWhaxNKlg,0.606,0.902,-5.41,0.0514,0.0188,0.0,0.0534,0.876,132.615,10,0,4,pop
2l8w0zZVn4AZNuzrht7MRT,0.475,0.606,-6.646,0.0346,0.247,0.0,0.125,0.282,94.994,8,1,4,pop
5s5t0OFg9lIlBFaCI14K1i,0.524,0.711,-5.494,0.0405,0.0567,0.0,0.134,0.539,203.867,0,0,4,pop
4K2uH46kwmTFGjNlkeFuGI,0.736,0.761,-5.449,0.0338,0.0966,0.0,0.0823,0.114,119.999,4,0,4,pop
3AFfyUXTfj12PgrOkZiiJo,0.748,0.819,-4.032,0.198,0.13,0.0,0.111,0.792,110.645,10,0,3,pop
3KZcrZ36LW9RnChK1iIkth,0.688,0.532,-8.361,0.0875,0.0356,3.08e-06,0.172,0.565,164.068,6,0,4,pop
03UrZgTINDqvnUMbbIMhql,0.727,0.937,-2.871,0.286,0.00417,0.0,0.091,0.749,132.067,11,0,4,pop
5Ux410GeRXrojeP0vUPx6v,0.561,0.667,-5.191,0.0508,0.586,0.0,0.116,0.385,128.962,4,0,4,pop
4RXpgGM7A4Hg7cFBoH5KyF,0.545,0.78,-4.867,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,7,0,4,pop
42ydLwx4i5V49RXHOozJZq,0.319,0.739,-5.74,0.272,0.0285,0.0,0.111,0.449,194.169,0,1,4,pop
0AS63m1wHv9n4VVRizK6Hc,0.555,0.662,-4.952,0.0827,0.125,0.0,0.111,0.356,148.128,11,0,4,pop
70eDxAyAraNTiD6lx2ZEnH,0.612,0.921,-2.882,0.085,0.0183,0.0,0.0576,0.446,139.988,7,1,4,pop
04aAxqtGp5pv12UXAg4pkq,0.393,0.858,-2.868,0.0729,0.00359,0.0,0.102,0.56,176.042,4,0,4,pop
5PKWUDfQFtc5qqo8cs1gQp,0.603,0.67,-3.882,0.0249,0.00408,1.66e-06,0.112,0.445,107.995,2,0,4,pop
1HOlb9rdNOmy9b1Fakicjo,0.789,0.916,-3.262,0.249,0.0135,8.09e-06,0.077,0.658,127.956,0,1,4,pop
2P4OICZRVAQcYAV2JReRfj,0.579,0.736,-3.863,0.0527,0.31,0.0,0.198,0.613,127.999,6,0,4,pop
23L5CiUhw2jV1OIMwthR3S,0.501,0.519,-5.88,0.0409,0.109,0.0,0.454,0.168,133.99,4,0,4,pop
3KoTtGEDiBwUWzdRQVh9lh,0.651,0.812,-3.797,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,3,0,4,pop
5OMwQFBcte0aWFJFqrr5oj,0.755,0.832,-2.741,0.116,0.0746,1.27e-06,0.291,0.735,120.032,2,0,4,pop
3xrn9i8zhNZsTtcoWgQEAd,0.662,0.741,-5.406,0.0334,0.00165,0.0303,0.114,0.404,131.0,0,1,4,pop
2OsEJFTfzfjG4oC92cuP2c,0.722,0.821,-3.856,0.165,0.073,0.0,0.631,0.721,127.944,1,0,4,pop
0x4KuMldlnPMniT86Cmyep,0.772,0.648,-6.222,0.0612,0.161,0.0,0.269,0.741,129.966,9,1,4,pop
56ZrTFkANjeAMiS14njg4E,0.613,0.857,-5.492,0.0366,0.0012,0.0,0.358,0.664,124.987,1,0,4,pop
4nS1sut0R2mgmFitKIShVe,0.702,0.705,-6.665,0.0543,0.258,5.93e-06,0.0879,0.743,154.909,0,1,4,pop
6qYGUxPjQt5PJtWdiNppZx,0.535,0.887,-3.106,0.0449,0.000304,2.23e-06,0.257,0.445,126.01,11,1,4,pop
6btyEL6NwUa97Nex9cZFvo,0.649,0.931,-3.15,0.181,0.0093,0.0,0.751,0.744,153.645,1,0,4,pop
70ATI6K6i1TXfRfID7bcN0,0.836,0.699,-3.235,0.179,0.114,0.0,0.13,0.818,94.092,5,1,4,pop
50kpGaPAhYJ3sGmk6vplg0,0.609,0.378,-9.828,0.438,0.835,0.0,0.28,0.515,100.418,4,1,4,pop
3ehrxAhYms24KLPG8FZe0W,0.378,0.638,-5.576,0.075,0.02,7.66e-05,0.0849,0.735,184.086,10,1,4,pop
70cTMpcgWMcR18t9MRJFjB,0.743,0.766,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.96,0,1,4,pop
6LtPIXlIzPOTF8vTecYjRe,0.635,0.647,-5.864,0.0366,0.192,0.0,0.154,0.201,104.058,5,1,4,pop
5knuzwU65gJK7IF5yJsuaW,0.72,0.763,-4.068,0.0523,0.406,0.0,0.18,0.742,101.965,9,0,4,pop
0SJPThTy7ynySPF4euczx7,0.803,0.631,-4.213,0.0444,0.102,7.39e-06,0.0858,0.659,104.999,8,1,4,pop
6DG2g1UhROp5pnM8fx7zH2,0.695,0.615,-4.194,0.104,0.379,0.0,0.104,0.532,99.817,4,1,4,pop
69bp2EbF7Q2rqc5N3ylezZ,0.654,0.76,-3.669,0.045,0.0797,0.0,0.299,0.41,99.945,0,0,4,pop
6nek1Nin9q48AVZcWs9e9D,0.449,0.585,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,5,1,4,pop
5ndfVSDyPq90jaIUhNPeby,0.446,0.793,-5.365,0.156,0.089,0.0,0.211,0.47,189.891,0,1,4,pop
2ONIJ40u0Attbm3miIIpNO,0.592,0.788,-4.924,0.201,0.0599,2.54e-06,0.125,0.755,89.949,6,0,4,pop
0AKejOKlGdiB53QpwAeenO,0.777,0.627,-6.142,0.0792,0.356,0.0,0.0956,0.444,100.054,7,1,4,pop
6KuHjfXHkfnIjdmcIvt9r0,0.635,0.926,-5.589,0.151,0.0893,4.53e-06,0.0928,0.761,100.048,0,1,4,pop
0KKkJNfGyhkQ5aFogxQAPU,0.853,0.56,-4.961,0.0406,0.013,0.0,0.0944,0.86,134.066,1,1,4,R&B
7x5xYW5W42OGPAdHUyyguy,0.509,0.671,-5.709,0.0678,0.304,0.0,0.0452,0.55,118.413,1,1,5,pop
0afhq8XCExXpqazXczTSve,0.624,0.876,-3.374,0.1,0.0735,0.0,0.327,0.781,99.943,9,1,4,pop
0Ri6sPso4CNTnHn7RroCt4,0.457,0.573,-3.866,0.0275,0.578,3.05e-06,0.114,0.0992,76.193,5,0,4,pop
3bC1ahPIYt1btJzSSEyyrF,0.747,0.937,-5.746,0.0453,0.0208,0.0,0.29,0.739,103.976,0,1,4,pop
3SPDQfj2UfWq6A2NllZnzn,0.729,0.771,-2.451,0.0725,0.00761,0.0,0.087,0.873,125.011,4,1,4,pop
5mvKuE9Lf9ARVXVXA32kK9,0.638,0.831,-3.944,0.182,0.0281,3.06e-06,0.277,0.685,175.038,5,1,4,pop
0qJwsov9fMLYGoPZOompnI,0.599,0.877,-3.45,0.226,0.064,0.0,0.234,0.79,187.305,11,0,4,pop
1OutzYv6YiN93lrT3pJsWR,0.612,0.735,-5.074,0.0282,0.00202,0.00118,0.328,0.783,126.326,8,0,4,pop
2K87XMYnUMqLcX3zvtAF4G,0.73,0.703,-5.672,0.0369,0.109,0.0,0.0657,0.595,138.113,0,0,4,pop
2Bs4jQEGMycglOfWPBqrVG,0.536,0.768,-5.948,0.0347,0.00433,0.0,0.114,0.545,77.217,10,0,4,pop
3jZomvOBa5qfTo5HkqI1p5,0.489,0.867,-3.121,0.071,0.025,0.0,0.586,0.409,162.131,4,0,4,pop
5jE48hhRu8E6zBDPRSkEq7,0.807,0.887,-3.726,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,9,1,4,pop
0l0CvurVUrr2w3Jj1hOVFc,0.557,0.803,-3.599,0.213,0.0124,1.61e-06,0.737,0.657,92.134,1,0,4,pop
3KwwE4sgCzMaKWq6QBebmX,0.934,0.694,-5.849,0.101,0.0971,1.2e-06,0.477,0.833,123.831,11,0,4,pop
6I9VzXrHxO9rA9A5euc8Ak,0.774,0.838,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04,5,0,4,pop
1rIKgCH4H52lrvDcz50hS8,0.694,0.712,-3.923,0.046,0.132,0.0,0.211,0.799,98.023,7,0,4,pop
3MjUtNVVq3C8Fn0MP3zhXa,0.759,0.699,-5.745,0.0307,0.202,0.000131,0.443,0.907,92.96,0,0,4,pop
6naxalmIoLFWR0siv8dnQQ,0.751,0.834,-5.444,0.0437,0.3,1.77e-05,0.355,0.894,95.053,1,0,4,pop
580t2NTEMOuCHV1sN3uhyD,0.752,0.678,-5.421,0.0646,0.085,1.64e-06,0.13,0.583,96.009,5,1,4,pop
1F6oGPF75u9RuHH4BGx9Bf,0.624,0.685,-5.902,0.12,0.0105,2.22e-05,0.126,0.781,86.059,7,1,4,pop
5ybJm6GczjQOgTqmJ0BomP,0.662,0.736,-6.511,0.0374,0.00274,0.000844,0.0464,0.674,104.003,7,1,4,pop
2mfUa8bLs2s5N4VaqJZ4lZ,0.755,0.57,-7.132,0.0888,0.0416,0.0,0.0891,0.406,102.991,9,1,4,pop
4VgE391pJBa3n8TCMfvm0q,0.926,0.808,-3.148,0.0599,0.000915,0.00327,0.0515,0.701,127.998,11,0,4,pop
75JFxkI2RXiU7L9VXzMkle,0.557,0.442,-7.224,0.0243,0.731,1.46e-05,0.11,0.213,146.277,5,1,4,alt rock
7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,-8.74,0.0338,0.164,0.00196,0.113,0.124,138.178,3,1,4,pop
13P5rwmk2EsoFRIz9UCeh9,0.719,0.671,-6.279,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,8,1,4,pop
6M6Tk58pQvABy6ru66dY3d,0.674,0.915,-3.999,0.0411,0.0282,0.00337,0.273,0.78,126.038,6,0,4,pop
5ghIJDpPoe3CfHMGu71E6T,0.502,0.912,-4.556,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,1,1,4,grunge
30HCB1FoE77IfGRyNv4eFq,0.436,0.876,-4.902,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,10,0,4,rock
5qxChyzKLEyoPJ5qGrdurN,0.712,0.691,-8.157,0.128,0.122,0.0,0.0538,0.742,97.022,8,1,4,grunge
6nTiIhLmQ3FWhvrGafw2zj,0.38,0.988,-2.042,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,1,1,4,grunge
6VoIBz0VhCyz7OdEoRYDiA,0.634,0.551,-7.136,0.0352,0.00737,1.82e-05,0.07,0.453,151.779,3,1,4,grunge
4P5KoWXOxwuobLmHXLMobV,0.5,0.824,-5.846,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4,0,4,alt dance
11LmqTE2naFULdEP94AUBa,0.256,0.641,-10.283,0.0552,0.199,0.0329,0.0853,0.382,203.006,1,1,4,grunge
78lgmZwycJ3nzsdgmPPGNx,0.564,0.932,-10.068,0.0554,0.013,0.169,0.349,0.619,112.937,11,1,4,rock
2zYzyRzz6pRmhPzyfMEC8s,0.574,0.913,-4.793,0.133,0.061,0.00158,0.156,0.423,115.728,6,0,4,rock
57bgtoPSgt236HzfBOd8kj,0.502,0.89,-5.175,0.0364,0.000147,0.0117,0.217,0.259,133.52,4,1,4,rock
08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,-5.678,0.047,0.011,0.00965,0.0828,0.763,188.386,9,1,4,rock
7LRMbd3LEoV5wZJvXT1Lwb,0.754,0.759,-5.218,0.302,0.153,0.000108,0.101,0.435,126.366,9,1,4,rock
2d4e45fmUnguxh6yqC7gNT,0.668,0.906,-4.881,0.17,0.214,0.00245,0.135,0.507,135.653,11,0,4,rock
0bVtevEgtDIeRjCJbK3Lmv,0.447,0.954,-8.069,0.0751,0.0235,0.403,0.298,0.331,123.453,8,1,4,rock
5SZ6zX4rOrEQferfFC2MfP,0.653,0.73,-10.613,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,5,1,4,rock
5MxNLUsfh7uzROypsoO5qe,0.307,0.433,-10.057,0.029,0.388,9.08e-05,0.332,0.224,160.9,1,1,4,metal
5fMwvrqujbQjUxcNPcYrUF,0.633,0.823,-5.792,0.0287,0.0516,0.000496,0.188,0.444,115.107,5,1,4,rock
6DyywdbmTzlmXBzG9ym7Rt,0.385,0.673,-8.182,0.0329,0.000183,0.149,0.0721,0.187,149.271,2,1,4,rock
1lATXTBJDHwawvT1UfxWu3,0.469,0.79,-6.889,0.0391,0.000148,0.372,0.282,0.466,107.45,7,1,4,rock
0nLOl4fSiBZKGFla5pLUtf,0.335,0.849,-6.927,0.321,0.00193,0.254,0.0928,0.256,181.716,0,1,3,rock
65ShmiE5aLBdcIGr7tHX35,0.506,0.877,-5.73,0.032,5.16e-05,0.776,0.0712,0.302,114.589,0,1,5,rock
2gbPu2QNqhnnqtfK3yyeZ0,0.475,0.831,-7.419,0.0505,0.000145,0.854,0.346,0.521,110.42,9,0,3,rock
6gZVQvQZOFpzIy3HblJ20F,0.355,0.791,-7.565,0.0453,0.00045,0.0,0.0969,0.758,106.392,8,1,4,grunge
5sFDReWLrZHLFZFjHsjUTS,0.305,0.833,-7.981,0.0398,0.000327,2.36e-05,0.091,0.586,100.675,6,1,4,grunge
2yBAPa9HZj3P2szSaaj4k1,0.554,0.515,-8.534,0.024,0.0883,2.7e-05,0.883,0.432,95.125,6,1,4,rock
4A065x9kJt955eGVqf813g,0.159,0.946,-5.756,0.0629,0.0235,8.06e-06,0.387,0.309,165.014,9,1,1,grunge
40rvBMQizxkIqnjPdEWY1v,0.695,0.876,-4.262,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,3,0,4,rock
7CpbhqKUedOIrcvc94p60Y,0.656,0.932,-3.405,0.0708,0.00347,0.00147,0.144,0.544,130.936,4,0,4,rock
55mJleti2WfWEFNFcBduhc,0.567,0.714,-8.512,0.0302,0.0012,0.417,0.186,0.191,107.441,9,0,3,grunge
0vFOzaXqZHahrZp6enQwQb,0.468,0.536,-10.422,0.144,0.024,0.00199,0.269,0.785,126.256,11,0,1,rock
7fcfNW0XxTWlwVlftzfDOR,0.43,0.704,-8.008,0.0804,0.000155,0.00221,0.0933,0.703,118.242,1,0,4,metal
2QjkH9q5Mypj6m38u7Ni9o,0.258,0.926,-5.901,0.0761,0.00323,5.15e-06,0.13,0.251,112.643,1,1,4,rock
0wvIGFIgbyz4JNwQhZgTv2,0.271,0.551,-8.46,0.0272,0.0307,0.000581,0.118,0.2,143.899,3,1,3,grunge
0VQ0oyCWH5t7JWWBe81P37,0.625,0.856,-6.115,0.0322,0.00102,0.0,0.117,0.908,95.963,0,1,4,rock
5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03,5,1,4,alt rock
55yvzYuvJYG2RUEnMK78tr,0.409,0.932,-4.538,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,11,0,4,classic rock
5Rizj5FLb2AyNKu9esjYY6,0.42,0.746,-10.628,0.0467,0.0141,0.0,0.0661,0.229,111.886,8,1,4,grunge
6EsBn1Md8C5YdbCzvwvZq8,0.458,0.912,-3.666,0.0618,0.0173,0.0,0.363,0.611,104.522,5,1,4,grunge
3dPQuX8Gs42Y7b454ybpMR,0.743,0.446,-7.807,0.0683,0.0039,0.118,0.337,0.278,123.596,4,0,4,rock
305WCRhhS10XUcH6AEwZk6,0.613,0.953,-3.435,0.0855,0.00148,0.000582,0.152,0.537,105.046,2,1,4,classic rock
1Ic9pKxGSJGM0LKeqf6lGe,0.446,0.632,-12.197,0.034,0.0793,0.000266,0.0881,0.359,113.176,1,1,4,alt rock
5PntSbMHC1ud6Vvl8x56qd,0.654,0.611,-10.45,0.119,0.0337,0.000178,0.405,0.786,85.387,2,1,4,rock
6txWz9UapYHVxEd7dDIHXT,0.389,0.476,-9.342,0.0316,0.619,5.09e-05,0.255,0.566,148.117,9,1,4,rock
1nLnpLXvl68RZCSjfkyiaa,0.559,0.543,-5.429,0.302,0.00133,2e-05,0.0577,0.337,75.958,1,1,4,grunge
3ZOEytgrvLwQaqXreDs2Jx,0.618,0.938,-3.442,0.0456,0.0179,0.0,0.167,0.875,91.455,9,1,4,rock
7ACxUo21jtTHzy7ZEV56vU,0.454,0.913,-4.008,0.107,0.408,0.000271,0.248,0.521,137.688,9,1,4,rock
2E7W1X4maFFcjHrVrFA7Vs,0.303,0.961,-5.333,0.243,0.00253,6.2e-05,0.132,0.305,146.591,9,0,4,metal
0MsrWnxQZxPAcov7c74sSo,0.29,0.827,-3.451,0.0362,0.000659,2.55e-06,0.301,0.45,167.086,8,1,4,alt dance
224kL7H7v6VhHYK3yqxiha,0.259,0.983,-3.523,0.0869,0.0583,0.000298,0.972,0.375,166.81,8,1,4,rock
6ZOBP3NvffbU4SZcrnt1k6,0.545,0.865,-5.708,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,11,0,4,rock
5z6xHjCZr7a7AIcy8sPBKy,0.653,0.964,-4.261,0.0582,0.00316,0.00512,0.144,0.87,126.928,9,0,4,rock
4dVbhS6OiYvFikshyaQaCN,0.398,0.927,-4.212,0.0567,6.2e-05,0.000177,0.0575,0.311,77.106,9,1,4,grunge
5NLuC70kZQv8q34QyQa1DP,0.503,0.858,-6.296,0.0657,0.00757,0.00234,0.0803,0.419,133.615,8,1,5,grunge
62nQ8UZVqR2RMvkJHkcO2o,0.285,0.846,-6.472,0.0438,0.0404,0.0,0.182,0.287,108.808,2,1,4,rock
4PtZE0h5oyPhCtPjg3NeYQ,0.527,0.838,-6.013,0.0323,0.0206,0.00062,0.07,0.721,117.454,3,1,4,rock
1DCdIWCE5UFiObCsTSpKFv,0.551,0.724,-7.09,0.032,0.00451,0.000167,0.116,0.559,111.243,10,0,4,grunge
4ccNZzUTggy51RFvIzYRhT,0.55,0.868,-6.243,0.046,0.000707,0.0245,0.121,0.405,123.15,7,1,4,rock
5jCp5VtcpUlHtW8Dwlx13Y,0.325,0.936,-6.295,0.0848,0.0419,0.0,0.0415,0.159,106.988,8,1,4,rock
22Ntyke0ZDZy2Uuf8BEDkU,0.427,0.913,-5.545,0.0804,0.00636,0.0,0.471,0.471,124.419,6,0,4,rock
2lBqGHtGLD5FGeJJYNKbGS,0.506,0.771,-10.023,0.0442,0.104,0.00329,0.215,0.235,83.412,8,1,4,rock
48UPSzbZjgc449aqz8bxox,0.592,0.767,-2.788,0.027,0.0021,0.00165,0.127,0.328,96.483,9,0,4,rock
1G391cbiT3v3Cywg8T7DM1,0.595,0.717,-4.803,0.0295,0.0779,0.00274,0.108,0.547,88.969,0,1,4,rock
5W8YXBz9MTIDyrpYaCg2Ky,0.589,0.89,-3.719,0.0603,0.000481,0.00082,0.201,0.692,90.598,4,0,4,rock
0f2YRp5HLHVzqIs8KfY6T1,0.499,0.935,-3.141,0.0631,6.57e-05,0.0221,0.0695,0.378,136.911,9,1,4,rock
4iLRzDTNc3NbTyQ0w5cAOd,0.444,0.972,-4.056,0.0778,0.000335,0.000192,0.356,0.123,91.381,2,0,4,rock
0pwObEOHolQZSldJ2q1wpy,0.286,0.728,-6.608,0.0616,0.000174,0.836,0.133,0.467,171.441,0,1,4,rock
0EYOdF5FCkgOJJla8DI2Md,0.538,0.981,-2.688,0.14,0.00662,0.0,0.219,0.711,101.414,1,0,4,rock
3qT4bUD1MaWpGrTwcvguhb,0.437,0.864,-7.842,0.0904,0.396,0.0314,0.242,0.749,81.394,4,0,4,rock
0G21yYKMZoHa30cYVi1iA8,0.453,0.987,-4.485,0.0889,0.0195,0.283,0.268,0.316,123.544,8,1,4,rock
70Z9t1qhytWtG4cCmmi7mU,0.504,0.911,-2.97,0.0738,0.00512,0.0123,0.355,0.671,106.244,2,1,4,rock
3U6sjwor2GyL9gwiolSi1Q,0.537,0.968,-3.957,0.0705,0.000668,0.00945,0.231,0.348,110.966,2,1,4,rock
1jMaB19DiVR8OihLSuYFOt,0.457,0.902,-5.624,0.0313,2.17e-05,0.196,0.258,0.834,92.711,7,1,4,rock
69QHm3pustz01CJRwdo20z,0.389,0.873,-4.768,0.0475,0.00532,0.0055,0.273,0.303,106.767,4,0,4,rock
52KvuGmgcgRdrLMXOtda0E,0.67,0.591,-6.012,0.0646,0.62,0.0,0.373,0.8,91.439,7,1,4,rock
4VwPsMcRt1HPVKIdcwY9Uj,0.485,0.841,-6.068,0.0307,0.000173,0.00686,0.125,0.551,94.867,2,0,4,grunge
5Z8EDau8uNcP1E8JvmfkZe,0.294,0.745,-9.138,0.0461,0.05,0.125,0.676,0.347,134.364,5,1,4,metal
24NwBd5vZ2CK8VOQVnqdxr,0.38,0.76,-10.961,0.0378,0.00298,0.0294,0.104,0.491,99.437,9,1,4,rock
5D2eCwqbHcqOnfHOCM6TnV,0.498,0.515,-11.985,0.0395,0.0936,0.0,0.1,0.616,127.761,11,0,4,rock
7GonnnalI2s19OCQO1J7Tf,0.359,0.981,-3.622,0.303,0.00125,0.00236,0.284,0.271,178.98,7,0,4,rock
0SvfyHYDp2uIsHt53LDlI9,0.549,0.916,-4.185,0.034,0.0049,0.123,0.104,0.632,127.131,4,0,4,metal
4DMKwE2E2iYDKY01C335Uw,0.482,0.786,-5.735,0.032,0.00321,8.88e-05,0.446,0.793,126.755,7,1,4,rock
5EWPGh7jbTNO2wakv8LjUI,0.249,0.834,-8.21,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,0,1,4,rock
5SAUIWdZ04OxYfJFDchC7S,0.632,0.586,-11.333,0.0284,0.0983,0.581,0.0535,0.89,114.243,0,1,4,rock
6eN1f9KNmiWEhpE2RhQqB5,0.268,0.98,-5.958,0.103,0.0192,0.00709,0.182,0.395,100.315,11,1,4,rock
43DeSV93pJPT4lCZaWZ6b1,0.445,0.706,-9.803,0.0461,0.234,0.000252,0.205,0.768,80.823,8,1,4,classic rock
5Xak5fmy089t0FYmh3VJiY,0.36,0.684,-6.457,0.0308,0.323,0.0,0.34,0.2,77.15,4,0,4,rock
3YuaBvuZqcwN3CEAyyoaei,0.614,0.568,-5.477,0.0276,0.00797,0.0,0.0997,0.516,107.849,7,0,4,grunge
6qLEOZvf5gI7kWE63JE7p3,0.215,0.927,-7.327,0.0452,0.000273,0.00661,0.126,0.49,170.814,9,1,4,grunge
2EoOZnxNgtmZaD8uUmz2nD,0.35,0.828,-5.373,0.041,0.000217,0.000161,0.0774,0.147,105.435,6,1,4,grunge
2YodwKJnbPyNKe8XXSE9V7,0.678,0.656,-6.41,0.0381,0.00174,0.0,0.0631,0.485,123.207,7,1,4,rock
6NvRxjfYkkT2SpirAlmsjH,0.507,0.588,-4.881,0.0641,0.0359,0.000129,0.373,0.637,170.889,0,1,4,grunge
1Qdnvn4XlmZANCVy3XjrQo,0.433,0.854,-3.868,0.0483,0.000336,0.000177,0.162,0.368,89.4,9,1,4,rock
1wlKw9NAWVWpx7OIAyg9EA,0.574,0.739,-5.745,0.0271,0.00152,0.000328,0.141,0.514,101.069,4,0,3,rock
0CkspLl535ZxdwCRs8AdZ4,0.426,0.94,-5.279,0.0423,0.00671,1.72e-06,0.14,0.466,144.49,7,0,4,rock
4JiEyzf0Md7KEFFGWDDdCr,0.496,0.739,-7.193,0.0415,0.0211,0.00444,0.106,0.378,132.41,6,1,4,soft rock
1Y373MqadDRtclJNdnUXVc,0.412,0.658,-12.051,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,4,0,4,rock
6s0NHplywwr1IjnQpUpWJk,0.459,0.727,-11.777,0.0303,0.00614,0.0652,0.384,0.955,149.231,0,1,1,rock
1bp2IO61zbQrbWNmKKxg3f,0.596,0.448,-9.616,0.0396,0.365,5.3e-06,0.206,0.796,83.293,5,1,4,rock
6kooDsorCpWVMGc994XjWN,0.465,0.907,-6.404,0.113,0.0241,0.00118,0.13,0.681,117.293,11,0,4,rock
1orVKbp6vqtfAPOmvRofVq,0.695,0.582,-11.35,0.0651,0.297,0.0,0.123,0.892,122.433,4,1,4,rock
2f0P7iELCvAlV8j6Z3rGDE,0.484,0.711,-7.784,0.0331,0.0183,0.173,0.0941,0.49,148.189,2,1,4,rock
6l8GvAyoUZwWDgF1e4822w,0.397,0.386,-10.405,0.0503,0.271,0.0,0.188,0.21,144.242,0,0,4,rock
54flyrjcdnQdco7300avMJ,0.693,0.497,-7.316,0.119,0.679,0.0,0.258,0.473,81.308,2,1,4,rock
6L89mwZXSOwYl76YXfX13s,0.442,0.943,-3.205,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,3,1,4,rock
57JVGBtBLCfHw2muk5416J,0.933,0.528,-6.472,0.162,0.112,0.329,0.163,0.756,109.975,5,0,4,rock
0PdM2a6oIjqepoEfcJo0RO,0.267,0.953,-4.899,0.096,0.00211,0.0,0.283,0.568,84.989,1,0,4,rock
3QZ7uX97s82HFYSmQUAN1D,0.536,0.901,-7.211,0.0374,0.00145,0.0186,0.06,0.666,87.559,9,1,4,rock
2jz6rWGqVCYsymwxGoaON4,0.546,0.9,-6.728,0.0691,0.0421,4.57e-05,0.292,0.447,90.591,5,1,4,rock
4MYb7NWLwXNDB7bYs3HeX8,0.493,0.586,-13.916,0.046,0.0202,0.00106,0.102,0.656,113.618,2,1,4,rock
2Fs18NaCDuluPG1DHGw1XG,0.582,0.952,-3.848,0.0731,0.00324,0.0,0.223,0.655,103.027,5,1,4,rock
21HWc9gFZKNdkGzGqHLq3A,0.574,0.739,-5.745,0.0271,0.00152,0.000328,0.141,0.514,101.069,4,0,3,rock
1qPbGZqppFwLwcBC1JQ6Vr,0.41,0.854,-5.609,0.0366,0.00236,0.0,0.133,0.456,174.584,2,1,4,grunge
7Bz8yww6UMbTgTVLG6zbI4,0.812,0.644,-10.761,0.0493,0.0877,0.785,0.0563,0.989,140.075,0,1,4,rock
2SiXAy7TuUkycRVbbWDEpo,0.532,0.767,-5.509,0.0574,0.00287,0.000513,0.39,0.755,127.361,7,1,4,rock
1TfqLAPs4K3s2rJMoCokcS,0.692,0.711,-7.498,0.0317,0.225,0.0,0.12,0.875,125.135,0,0,4,rock
14XWXWv5FoCbFzLksawpEe,0.55,0.722,-11.729,0.0283,0.25,0.0129,0.11,0.716,103.886,11,0,4,rock
