,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,time signature,genre
1cnA8Zf6McVyoWTr8xf0Ml,0.166,0.948,-8.503,0.0631,0.00374,0.0131,0.769,0.476,177.495,11,0,4,metal
5fIZDuxfuM4tANRHZ8Btju,0.295,0.833,-8.279,0.0764,0.014,0.0683,0.0816,0.625,172.756,9,0,4,metal
4O8RrSQaHvl53Jpzpkup3d,0.387,0.94,-6.192,0.0376,0.0153,0.0223,0.327,0.585,98.533,7,1,4,metal
2SgbR6ttzoNlCRGQOKjrop,0.415,0.908,-9.701,0.0765,0.00437,0.0345,0.082,0.437,114.816,2,1,4,metal
5bkNg8UwgncK6vezaiPh1I,0.287,0.678,-6.747,0.0309,0.037,4.49e-05,0.224,0.531,172.819,11,0,4,metal
5qFxuUIAwJlzO60vqOiL7y,0.508,0.912,-8.049,0.0368,7.06e-05,0.403,0.0492,0.682,117.582,9,0,4,metal
2RiMkMbfMqt3bDLVHhut1n,0.357,0.96,-7.936,0.215,0.0157,0.014,0.781,0.105,91.282,0,0,4,metal
573Z2Dty5epeNgKsgoDOlr,0.344,0.497,-9.295,0.0366,0.0167,0.453,0.108,0.356,127.707,9,0,4,metal
1LDAh7QQnWvp3GJ9QDa1Pj,0.461,0.95,-6.189,0.179,0.0638,0.0149,0.211,0.535,140.77,9,1,4,metal
6QtDzKo8oVwnOx7Sg7jxUe,0.463,0.926,-3.563,0.12,4.95e-05,0.000576,0.0868,0.501,131.129,5,0,4,metal
2sbBUOGW9hPAn89vOMKNn3,0.314,0.595,-14.489,0.0436,0.0299,0.187,0.0956,0.288,151.678,6,1,4,metal
6nrZXqizZ3GYxgtVwOlfVJ,0.366,0.805,-5.241,0.0334,0.0181,0.0529,0.0738,0.413,88.14,3,0,4,metal
5lSbdSQAWAMjAcJDJPFGQr,0.305,0.974,-5.079,0.0639,0.000937,0.0139,0.153,0.538,134.32,2,1,4,metal
2RaA6kIcvomt77qlIgGhCT,0.362,0.961,-5.664,0.0857,0.024,9.35e-06,0.159,0.491,164.019,2,1,4,metal
7cvzMbuaFpFH3ZkutMcfNc,0.419,0.852,-7.78,0.0495,0.00251,0.0044,0.189,0.259,100.434,0,1,4,metal
4UmehW6tTXGC7HsuIGujMR,0.498,0.887,-8.344,0.0383,0.00392,0.000376,0.209,0.714,139.126,8,0,4,metal
0wpnNSCDkdQWmVLAye6xId,0.658,0.922,-6.997,0.0976,0.0535,0.0,0.0271,0.887,144.972,1,1,4,metal
6aYXSH9JZrD30Av2KlAOMY,0.459,0.953,-6.518,0.066,0.000275,0.000305,0.141,0.517,95.074,4,0,4,metal
1OiXstIrdWPR7Sl4V2UhI1,0.303,0.919,-6.071,0.119,3.29e-06,0.731,0.332,0.538,153.821,11,0,4,metal
3O8Ntjn2ZsB6SI24KTAVtL,0.228,0.953,-5.813,0.348,0.0024,0.0693,0.125,0.335,202.116,0,1,4,metal
5CPXR6lDTvngxtmMZxnWmC,0.532,0.941,-9.025,0.0465,0.000579,0.0527,0.15,0.278,102.198,9,1,4,metal
6b6uLZsoGhObYexIxnRbIb,0.248,0.988,-3.74,0.144,5.87e-05,0.84,0.323,0.149,115.301,2,1,4,metal
4A1jq5W97gi5ok44CgZiab,0.487,0.944,-6.78,0.0823,0.000135,0.601,0.0905,0.392,96.552,11,0,4,metal
2G0mUXIwgANkkDZHLbt1rx,0.42,0.938,-7.882,0.0664,0.00136,0.00329,0.173,0.697,119.449,0,1,4,metal
1i9LDJPqZaOmAZ1XHWzGN7,0.367,0.614,-11.96,0.0386,0.0197,0.0519,0.178,0.508,77.072,6,1,4,metal
6yReCRYrxHFJafLigwZwkG,0.321,0.985,-7.736,0.105,6.12e-05,0.649,0.0849,0.16,90.962,0,1,4,metal
3tEuFYWBimv6LeNS5lXBrx,0.404,0.941,-6.516,0.0731,0.00754,0.0312,0.253,0.104,112.957,2,1,4,metal
5S3xorINW2T7ZwdFl9rilj,0.141,0.754,-5.395,0.0884,3.1e-05,0.0148,0.134,0.0636,82.607,2,1,4,metal
01QNJZhCL2mqc1425ecT0C,0.229,0.926,-6.493,0.0945,0.0043,0.00176,0.0602,0.407,87.373,9,1,4,metal
5XfWzGa5zuz88IOYbWNTMa,0.287,0.757,-6.482,0.0591,0.204,0.000294,0.359,0.357,108.554,2,0,4,metal
7vrCDLxUeeqmvX9FMstLcQ,0.309,0.976,-6.151,0.104,0.000446,0.0776,0.536,0.251,137.44,4,0,4,metal
5wLwgbE3MLPiVKoylRCoNn,0.338,0.627,-11.378,0.0351,0.0271,5.82e-06,0.127,0.179,110.692,9,0,4,metal
4xMCMVVZkE9tboSlNMygs9,0.428,0.874,-6.664,0.128,0.000337,0.0419,0.311,0.261,119.708,4,0,4,metal
1KBCrhaog1gG6PVMdP2H7Q,0.366,0.978,-5.514,0.088,0.00946,3.63e-06,0.495,0.192,112.874,9,1,4,metal
4yCwQQHlvzZpjaHeIjD3uU,0.21,0.915,-7.232,0.043,0.000431,0.00552,0.336,0.685,192.321,1,1,4,metal
14dzi7uHzLNin0EW6UXaR8,0.44,0.522,-12.285,0.0528,0.308,2.21e-05,0.11,0.499,104.684,4,0,4,metal
6w8dBm5KlXxWejYrbGS1EJ,0.285,0.825,-7.049,0.0466,0.000826,0.0,0.268,0.516,164.611,1,0,4,metal
2grN8N2uw9lLOJ0RSJiusp,0.283,0.792,-7.969,0.0801,0.0612,0.000339,0.346,0.435,175.465,7,1,4,metal
1XGAxBPuIMGSoCcV71V36R,0.256,0.863,-6.582,0.106,3.48e-05,0.00405,0.364,0.521,158.947,5,1,4,metal
235Br7MoiAUW7spHkmZqCk,0.354,0.785,-8.196,0.121,0.142,0.00235,0.24,0.207,134.678,2,1,4,metal
28clONjZmul6FjfO6tZQDE,0.494,0.933,-5.977,0.0808,0.0434,0.00108,0.228,0.507,121.201,2,1,4,metal
0IXpUl1fn2QZcBavfuq0H4,0.61,0.824,-6.046,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,4,1,4,metal
5B6Z7NwVqA7W3UFiqBdEJC,0.628,0.934,-6.026,0.0527,0.00682,1.11e-05,0.0852,0.491,126.538,11,1,4,metal
0llXksyxjNlDB9vOcETZi0,0.397,0.962,-5.631,0.152,0.00218,0.394,0.111,0.196,158.035,4,0,4,metal
35q1B8x7zRsITx6SxcWK67,0.528,0.863,-6.325,0.0378,0.00531,1.92e-06,0.0848,0.44,136.693,1,1,4,metal
4PSiPZp8MYMDZzuBhCLgc6,0.242,0.953,-5.555,0.115,0.0605,3.38e-05,0.135,0.342,153.738,4,0,4,metal
5K8gqK84cFZV1dFJAMC0jU,0.298,0.799,-6.962,0.0464,0.000168,9.42e-05,0.496,0.561,143.072,2,0,4,metal
6Btxj6imU6p1QPGfqRUHlj,0.3,0.871,-6.912,0.124,6.46e-06,0.0366,0.109,0.218,119.358,11,1,4,metal
6KnxpxnhS6uRsG1qX90BIy,0.401,0.57,-13.053,0.0493,0.0158,0.000114,0.403,0.567,145.567,2,1,4,metal
5EgPsWBPxg6WDRg30aG2ub,0.311,0.933,-10.083,0.0736,6.16e-05,0.132,0.159,0.346,152.428,0,1,4,metal
0SEd8AUWG3j4YFsFEVmGjW,0.309,0.867,-6.43,0.192,0.00707,2.14e-05,0.342,0.282,192.463,9,1,4,metal
6rkeaQRCWZxwkjhyqgxjXi,0.329,0.954,-7.006,0.0722,4.2e-06,0.000614,0.051,0.627,156.899,8,0,4,metal
51TG9W3y9qyO8BY5RXKgnZ,0.61,0.891,-5.452,0.0587,0.000805,0.0928,0.0657,0.51,139.903,4,0,4,metal
7fwysC9jpniQPqNwmvc6zt,0.338,0.964,-3.217,0.071,0.000448,0.00446,0.0928,0.64,125.194,1,1,4,metal
1NSXPZZHSIfvEqCSxiDop7,0.536,0.915,-6.199,0.0379,0.000974,0.0139,0.201,0.643,87.561,9,1,4,metal
0yni4GUDXNDFdHlnOrDWsn,0.441,0.909,-6.092,0.0465,0.0121,0.377,0.167,0.783,104.81,11,0,4,metal
1eFgA3X5DMj4SrARCtUEDQ,0.362,0.906,-11.932,0.0411,0.000139,0.00115,0.0977,0.407,95.884,2,1,4,metal
3Z6jOwUtmeuqL2mRPIcdAX,0.362,0.661,-9.858,0.0376,0.00255,0.0246,0.122,0.591,93.496,11,1,4,metal
2Dafjo9oAyqzhWZBevfknR,0.485,0.873,-8.055,0.0413,0.000406,0.000363,0.271,0.615,91.031,0,1,4,metal
4LhIhZRcfP7dXpnkQrPviB,0.165,0.917,-9.226,0.0606,8.81e-05,0.955,0.36,0.227,85.747,9,1,4,metal
1hvXfgrFC8oVgBiD0qwpKJ,0.272,0.962,-8.809,0.138,0.000232,0.0674,0.291,0.241,148.033,9,1,4,metal
21yymkg894UdI2PQ5D6ScH,0.483,0.948,-5.781,0.0402,0.00325,0.00819,0.117,0.697,135.957,0,1,4,metal
5RS9QZRfr7vqQRT6G9e9SD,0.32,0.869,-5.642,0.0614,0.000135,0.115,0.472,0.519,109.51,4,0,4,metal
4GMQOjbWshf4Mzphkjg0DJ,0.405,0.932,-11.151,0.0929,0.00215,0.0317,0.072,0.408,194.639,7,1,4,metal
7hN9gaZicmHWzxaLb8Pi1h,0.252,0.907,-9.101,0.0511,0.00834,0.116,0.257,0.431,136.759,1,1,4,metal
6noDJ06v7z8bCsBitjxFG2,0.15,0.863,-5.145,0.103,0.00268,0.00425,0.099,0.321,185.664,9,1,4,metal
78OcvMkLFsRp5AJsRexfPX,0.491,0.714,-11.391,0.0399,0.0493,0.000265,0.355,0.646,144.428,0,1,4,metal
37wVVs5OLy6mUOxUf8DYsp,0.261,0.941,-6.552,0.0938,2.73e-05,0.53,0.108,0.427,89.546,4,0,4,metal
5qp4uB6muUB0qdrb4zpuf4,0.358,0.691,-9.049,0.0399,0.0013,0.901,0.127,0.371,128.501,9,1,4,metal
5RU50TPTgtxJLFNunUS2p5,0.479,0.96,-9.551,0.0991,0.000148,4.62e-05,0.208,0.506,93.867,6,0,4,metal
0wkQ1NGp0D1QjC59vmbYNY,0.534,0.818,-7.168,0.0516,0.00227,0.000359,0.21,0.642,117.349,7,0,4,metal
5lx7jLhSjgVp2AuTe0DeFQ,0.404,0.737,-10.088,0.05,0.0892,0.248,0.0327,0.403,129.647,4,1,4,metal
6PGoH8j2xe0NcLktbyVQHg,0.198,0.958,-6.369,0.141,0.00136,9.6e-05,0.0792,0.175,152.333,4,0,4,metal
4qJRRAPCMNLYWKPH3moJFA,0.287,0.981,-6.849,0.0744,5.21e-05,0.871,0.0842,0.371,97.635,8,0,4,metal
1JgznBpwIBSUMIsMeUqpi5,0.517,0.879,-10.432,0.0587,0.0217,5.2e-05,0.352,0.127,105.03,9,1,4,metal
0snPrD5HJ2qLPa96jZN1sZ,0.378,0.638,-10.736,0.043,0.00919,0.0676,0.18,0.701,148.241,2,1,4,metal
1H32DaOTgHMtncpL3JzyF5,0.211,0.946,-6.108,0.364,0.000254,0.0098,0.155,0.442,193.364,4,1,4,metal
1I3qfFMraXE0kAPtRERpok,0.279,0.912,-4.608,0.126,2.67e-05,0.737,0.0672,0.479,164.185,4,1,4,metal
2pDPnlF496mf3EBwrTCHN2,0.273,0.953,-8.76,0.0768,0.0146,0.0173,0.19,0.445,100.26,11,1,4,metal
7w6PJe5KBPyvuRYxFkPssC,0.346,0.749,-6.506,0.035,0.00167,8.86e-05,0.648,0.315,102.591,6,1,4,metal
0Z7O8GMQShj9TJrm2yX1R6,0.553,0.838,-5.824,0.0317,0.123,3.01e-05,0.053,0.821,129.893,0,1,4,metal
4E45qDvLZmViXf6WL7hcMi,0.38,0.893,-6.332,0.0891,0.0524,9.19e-06,0.3,0.406,110.876,6,0,4,metal
6aQBzaeOIajIPGAMzqa23J,0.32,0.862,-4.45,0.0495,4.59e-05,0.00341,0.234,0.327,123.593,7,1,4,metal
0usYFHAPoXjEK1UpzwPy0i,0.264,0.95,-7.183,0.0685,0.00264,0.0453,0.433,0.468,113.288,4,0,3,metal
57pRygIJ53NexIGPvURmZo,0.194,0.922,-3.58,0.0585,0.00262,0.0048,0.389,0.491,183.1,9,1,4,metal
6nRCTb5b0N5zp8WTeY6xFZ,0.28,0.907,-9.29,0.0586,0.000104,0.00536,0.337,0.45,104.896,2,1,4,metal
6civ1YShdXKEny1aY49zSs,0.41,0.924,-4.154,0.0368,0.0074,5.06e-05,0.368,0.678,107.88,2,1,4,metal
1d8nkRm5t4DN4X0FMw4Zcs,0.484,0.877,-5.748,0.111,0.0355,0.0,0.0911,0.28,130.294,9,0,4,metal
5sFT3c6E6dF7cRmbTRGEjr,0.444,0.875,-7.063,0.0739,0.00322,0.729,0.286,0.676,127.677,6,1,4,metal
79Nr2Z6rz9lfNpubIY0bkq,0.413,0.897,-6.406,0.0538,0.000416,1.96e-06,0.0809,0.263,170.831,5,0,4,metal
5lsnenO1U0vIhsQaQlAchO,0.307,0.988,-10.409,0.117,0.000236,0.000186,0.136,0.0392,155.713,4,1,4,metal
1N41Zn5JFaPB2Xu5lHe4Uy,0.414,0.622,-10.935,0.0312,0.0104,0.000472,0.42,0.392,141.553,6,1,4,metal
6wgZspzGPlGRgXvv7lhprq,0.336,0.942,-10.433,0.0379,0.000797,0.000494,0.0391,0.519,105.496,11,0,4,metal
1kDYCn9VIDmOIbLZ2Xc7OO,0.45,0.904,-7.736,0.046,0.0872,0.108,0.0997,0.689,125.072,6,1,4,metal
7wMHihdskbNdttXyhPCNJc,0.19,0.928,-9.451,0.0813,9.33e-05,2.87e-05,0.198,0.43,180.133,2,1,4,metal
5oI1A8G8jH5rxt35dPiHIB,0.368,0.928,-8.369,0.0593,0.00125,0.00111,0.301,0.532,141.175,9,0,4,metal
3YU9X8ryOR20beT7wOlDIJ,0.618,0.413,-14.164,0.0302,0.249,0.0517,0.131,0.531,97.84,4,0,4,metal
0jz1XyaOoBz7ku9Cz07mv6,0.261,0.82,-8.52,0.0958,1.24e-05,0.357,0.136,0.467,160.143,9,0,4,metal
056MbLQC2tKWakXhs4T2Ac,0.363,0.713,-7.418,0.0387,0.00533,6.2e-06,0.12,0.716,171.885,11,1,4,metal
05RnTQL57OMhPsIVXOuhxF,0.306,0.871,-7.793,0.102,0.0613,0.0657,0.0742,0.25,122.038,1,1,4,metal
4NCuObSpJJfijAKQdzQqjN,0.329,0.927,-9.037,0.087,0.000665,0.00479,0.0813,0.44,147.014,4,0,4,metal
6Vu9VJ7p5vKcpXkVySo186,0.175,0.986,-4.797,0.0936,0.0,0.276,0.184,0.277,90.405,4,0,4,metal
24GaspdcJWLts2R1wurDfW,0.193,0.68,-8.471,0.053,0.425,0.48,0.109,0.521,81.346,8,1,4,metal
2cHw8REeCBTt7jIMCl1f2S,0.269,0.892,-7.673,0.0527,0.00588,0.0146,0.1,0.485,106.167,9,1,4,metal
3yOdfq8eIpBrotqjL5gfdh,0.411,0.404,-9.928,0.0511,0.271,0.0,0.3,0.226,71.068,0,0,4,metal
1erRDf98WX0VllciGPYO1H,0.372,0.961,-6.765,0.0931,1.52e-05,0.0548,0.0916,0.159,115.336,9,0,4,metal
0wGZZWwMpkdpxio6sUaryz,0.38,0.872,-9.062,0.168,0.000414,0.543,0.0712,0.164,91.95,11,0,4,metal
53968oKecrFxkErocab2Al,0.197,0.629,-9.291,0.03,0.0165,0.279,0.125,0.221,79.495,11,1,4,metal
1555PemPLUMGZXpJuOkDFO,0.295,0.919,-6.741,0.0825,0.00017,0.135,0.975,0.0941,97.927,9,1,4,metal
4hy4fb5D1KL50b3sng9cjw,0.48,0.875,-5.898,0.0429,1.62e-05,0.000751,0.103,0.826,116.754,1,1,4,metal
7lQHcwjnG675aEvvrlQTWr,0.574,0.876,-7.657,0.0849,0.44,0.0,0.602,0.72,113.113,9,0,4,metal
6AMF0bkAky4quPm07tsWX0,0.312,0.852,-6.701,0.0602,0.0331,6.98e-05,0.0759,0.325,135.443,3,1,4,metal
1KrrmFigXCpo7U9CRaU2lE,0.339,0.618,-9.616,0.0559,0.0878,0.0101,0.0734,0.179,132.673,8,0,4,metal
7L1GZDz4fGQGkpXpGaLV55,0.285,0.611,-13.256,0.0421,6.66e-05,0.404,0.0818,0.335,99.907,7,1,4,metal
5w9RueuY0fvDEoCOJrvpvm,0.38,0.932,-7.154,0.0877,4.03e-05,3.7e-05,0.267,0.391,157.192,0,1,4,metal
6AlUhxZG6lcSBJlFEG2Mgp,0.366,0.963,-11.591,0.0708,0.000308,0.000326,0.13,0.131,106.528,7,1,4,metal
6ppPNxdwG8A5Ed8DlNLV6I,0.352,0.892,-7.695,0.0841,0.00802,0.176,0.126,0.283,132.684,2,0,4,metal
1EJZmQLYjgjHZqS6OoXEXj,0.285,0.776,-6.648,0.105,0.00284,0.00867,0.132,0.528,97.474,9,1,4,metal
42a6ALwfrBv9VgqZ7l7aNt,0.504,0.987,-6.478,0.0775,1.2e-05,0.0898,0.0425,0.143,96.0,2,1,4,metal
5t6z9HeNkHWVp0YiXIlSBQ,0.289,0.952,-7.74,0.363,0.000645,0.193,0.254,0.0674,195.042,1,0,4,metal
0Zx5fEgwEjyljQsuZYPYj8,0.443,0.802,-8.965,0.115,7.2e-05,0.00277,0.103,0.483,129.034,11,0,4,metal
710B9xFjNOisQtKtppZE9p,0.348,0.7,-8.885,0.0611,0.0397,0.00228,0.106,0.416,93.614,4,1,4,metal
11dCfArPrM7kzYpUrFHal9,0.515,0.987,-5.391,0.108,0.00135,0.000195,0.0697,0.298,141.258,8,1,4,metal
5EaGnOnlPWyZtm42OcwyGM,0.422,0.803,-12.587,0.0478,0.00068,0.0134,0.094,0.597,145.252,4,0,4,metal
3erQAddOalef7tmVpAZ3BV,0.445,0.917,-6.776,0.0693,9.62e-06,0.175,0.108,0.439,106.54,11,1,4,metal
5oH0AN8LRPQCvEzoJIHk7c,0.625,0.831,-10.031,0.0571,0.000756,0.47,0.0631,0.902,143.965,1,1,4,metal
0QRxtcxL31dRAeiUUuENPu,0.332,0.946,-6.233,0.127,0.000275,0.0304,0.136,0.303,153.091,2,1,4,metal
48Ih1FjoQ5KoCpsdKUk8Eu,0.331,0.834,-8.223,0.0344,0.000327,0.124,0.104,0.381,104.817,0,1,4,metal
5pQYjzkALsgYOcFTC8DMmU,0.632,0.845,-6.336,0.0333,0.000773,0.00152,0.0618,0.433,89.232,7,1,4,metal
1aPQhwQfYSYM81SVDeC92T,0.357,0.897,-6.37,0.0452,0.00938,0.00107,0.318,0.406,146.272,1,1,4,metal
5SAEMjVQbmin3g7b0RG6me,0.504,0.856,-6.271,0.0423,0.000748,0.359,0.114,0.585,95.402,7,1,4,metal
7pLNGPrwnI9lKQIGX8nHym,0.43,0.695,-9.095,0.0418,0.00154,0.0493,0.25,0.709,135.871,5,1,4,metal
6f0Q6voeWc8YsdDBFNXcoH,0.434,0.871,-10.444,0.0785,0.015,0.136,0.31,0.393,89.394,2,1,4,metal
1cDu1ZVtBExJYohWBellWs,0.443,0.907,-5.574,0.181,0.441,1.15e-06,0.12,0.278,134.992,2,1,4,metal
6iZerKTsZxbZYGumkLgcHQ,0.293,0.977,-5.078,0.0732,0.00674,0.00061,0.159,0.174,132.14,1,1,4,metal
1TAACnILMUeS1iHg4sna9r,0.321,0.735,-10.742,0.0398,0.00427,0.0212,0.103,0.23,133.351,3,0,4,metal
3WZ6545zSdedA63ENmK52w,0.357,0.935,-11.955,0.0476,0.00166,0.00154,0.0677,0.337,154.286,7,1,4,metal
28kObNFRLVjnB0sw4K4W8I,0.305,0.832,-7.981,0.0398,0.000332,2.4e-05,0.091,0.585,100.677,6,1,4,metal
4dbjG8mvlcUCjgobO8X7hU,0.629,0.546,-12.612,0.0381,0.0371,0.0925,0.172,0.436,128.869,2,1,4,metal
0gc4IZuCLtPr1XAYE9QfCi,0.268,0.841,-11.792,0.0719,0.000176,0.81,0.297,0.387,170.828,11,1,4,metal
2QpP8SyXrumYR5BlcdJgTV,0.362,0.797,-8.824,0.0424,0.00328,2e-06,0.0668,0.753,107.249,3,0,4,metal
3qUEFXDsmQmme9kvWMAAxR,0.335,0.974,-6.169,0.213,0.00093,0.0188,0.352,0.311,101.801,0,1,4,metal
5HsGF4Mxcr6HTS8YTbBCfE,0.347,0.424,-11.487,0.0377,0.00246,4.74e-06,0.168,0.55,85.59,8,1,4,metal
203xxdlledLFnkqrUleD72,0.272,0.958,-10.797,0.381,0.00195,4.63e-05,0.0915,0.0382,136.867,0,1,4,metal
5Ny6yVg3LRfz3jicFcIMlm,0.479,0.832,-4.746,0.145,0.13,2.83e-05,0.0459,0.584,140.41,3,1,4,metal
2HwtiwV8OgIwNuj1Wq9e0B,0.495,0.954,-7.757,0.0841,6.49e-05,0.826,0.359,0.367,109.556,7,1,4,metal
3Ukf2oQRQYUDGL0JK5UR2r,0.555,0.576,-13.451,0.0295,0.178,0.00459,0.0419,0.495,109.833,0,1,4,metal
4mHastEiDgKTD3JdLQ8Yhp,0.359,0.652,-8.206,0.0318,0.00171,0.0215,0.123,0.0617,129.864,4,0,3,metal
5pEdaQSuxgifkk9syZvA6k,0.594,0.77,-8.267,0.032,0.276,0.0176,0.0575,0.827,107.484,7,0,4,metal
4j1VLXRsDlkBztsJr3TZDH,0.323,0.921,-7.393,0.0758,0.00354,0.469,0.205,0.308,115.548,8,1,4,metal
3ACVa5EM4xXGS0e2QOfr2c,0.177,0.947,-6.207,0.122,3.26e-05,0.388,0.521,0.207,99.471,10,1,4,metal
2vcsxeFsY4ZuqL7czWl086,0.618,0.824,-6.973,0.129,0.515,5.92e-05,0.0547,0.608,144.957,3,1,4,metal
1qZGjqfS5QoZQ5BKAhAauT,0.306,0.806,-6.63,0.0562,0.000575,0.031,0.103,0.225,115.709,4,0,3,metal
7yr94rICZZyn6vkdnJROaf,0.264,0.605,-5.348,0.0335,0.00144,1.16e-06,0.203,0.128,129.786,9,1,4,metal
75oevwx73ARfBETVleOxFM,0.331,0.907,-5.585,0.0402,0.00159,8.48e-05,0.907,0.387,113.377,9,1,4,metal
7MrdOSEVc6iZhHFImhRx6C,0.368,0.991,-6.543,0.144,0.00654,0.00494,0.52,0.337,100.693,6,1,4,metal
1yl4Lly0mQBJwDeocjsbxc,0.484,0.711,-7.784,0.0331,0.0183,0.173,0.0941,0.49,148.189,2,1,4,metal
2PHYxHUFjHUGmdj8MbVINJ,0.208,0.832,-11.009,0.0624,0.00356,0.0537,0.199,0.648,156.938,9,1,4,metal
6ogkXh6irlNqJnSzRpvL5O,0.629,0.849,-5.253,0.0496,0.0692,0.106,0.0751,0.599,128.071,4,1,4,metal
1CjG1MlMTAzre8Bt4yf7xA,0.436,0.574,-12.438,0.0357,0.33,0.109,0.0869,0.344,116.831,8,1,4,metal
3x639plCXGLyZoMcyR2IgJ,0.381,0.979,-5.065,0.144,0.00746,0.202,0.865,0.174,103.056,9,0,1,metal
3HUUKh0ZXFi5x2XgAHjtz6,0.254,0.985,-6.778,0.188,5.26e-05,0.363,0.0558,0.0397,162.947,9,1,4,metal
1A9bOtUg91RLO9nGzXF8ao,0.254,0.811,-13.416,0.0542,0.000573,0.221,0.11,0.416,168.398,7,1,4,metal
4NKqJMlONXzac3DEmh5iwp,0.331,0.791,-11.187,0.0425,0.000257,0.426,0.21,0.309,94.907,1,1,4,metal
6JpBi4jF6KQpYbKy53figV,0.567,0.938,-7.126,0.0466,0.00264,0.0428,0.0864,0.505,146.003,7,1,4,metal
0MEvJkkyhAcckyWkVksbzI,0.508,0.741,-9.437,0.0287,4.22e-05,0.016,0.177,0.58,95.066,2,0,1,metal
1VtUpALcsZvnC3pvOdmscb,0.356,0.866,-8.529,0.0793,0.0632,0.00573,0.137,0.668,177.137,4,1,4,metal
6RUkd0xWopZ2CYkZwJTXdv,0.331,0.966,-3.884,0.109,0.00214,1.82e-06,0.98,0.377,87.158,5,0,4,metal
58RDwkonFMOkoytBtIQetc,0.423,0.738,-7.329,0.0319,0.359,0.084,0.0801,0.276,111.414,6,1,4,metal
6VdoivAOy8oRR6Pmpw4Ux4,0.274,0.969,-4.105,0.127,3.23e-05,0.00551,0.322,0.365,137.183,2,1,4,metal
5z1IFp7uXNaW4vbTwfeo6y,0.268,0.934,-9.576,0.0743,0.00444,0.00372,0.952,0.409,165.234,6,0,4,metal
7kMZGMJlckd50Mhfaq7gVD,0.334,0.949,-6.451,0.0749,0.000185,0.00102,0.109,0.601,127.828,7,0,4,metal
3kcRddAVbPXbud1S1irLk2,0.253,0.891,-5.502,0.0883,0.111,0.000283,0.106,0.517,109.964,9,1,4,metal
2TemAtZgdlnleL4HOCkza8,0.468,0.663,-11.714,0.0634,0.00739,0.0352,0.124,0.714,90.714,9,0,4,metal
4mj0z6mFrnzG52eBJm65K2,0.287,0.954,-5.266,0.173,0.00064,0.0123,0.0602,0.4,174.003,11,0,4,metal
3aKhLm5mONfAtS1NZXG8f4,0.372,0.912,-8.832,0.0713,0.00163,0.0275,0.297,0.459,166.889,9,0,4,metal
5KWlOAyAprM00VvkM5VUaQ,0.463,0.795,-5.567,0.0318,0.0839,2.64e-06,0.176,0.305,95.938,10,0,3,metal
4Pn6l1ZzsYFrx64h1gWTyy,0.266,0.972,-5.709,0.172,0.000118,0.118,0.108,0.329,160.543,4,0,4,metal
36IWziKKiPQ65IU4cBQ5l2,0.476,0.825,-6.936,0.0589,0.000175,0.0939,0.206,0.252,138.628,6,1,4,metal
3ink77FlqysNogMSz03SFI,0.137,0.907,-3.79,0.0781,9.33e-06,0.861,0.277,0.141,102.183,0,1,4,metal
0QNEa5gNXTuWLiU7VV2fcm,0.33,0.801,-8.96,0.0392,0.0176,0.000296,0.0796,0.418,79.6,5,0,4,metal
1oJSyT1e6KEokL1CV3qb4E,0.361,0.876,-5.551,0.115,0.000947,0.0811,0.936,0.589,137.702,4,0,4,metal
4Q0PJHGP234lrCugzRQzvs,0.444,0.518,-12.804,0.0359,0.000135,0.00278,0.0999,0.702,138.215,5,1,4,metal
6eU6eXeu9oqyITE5vJ1KtT,0.26,0.936,-8.982,0.0658,0.000603,0.000218,0.112,0.482,101.522,4,0,4,metal
2CwGBy8FkorsKLL83pvMp6,0.362,0.98,-3.639,0.309,0.00155,0.00562,0.26,0.228,179.037,7,0,4,metal
2kW45RgvG6cGkyAfq9ZlsZ,0.315,0.993,-5.458,0.209,0.000165,0.00359,0.0714,0.0371,152.17,4,1,5,metal
6qmIAYQ36jyhTK9Bkej25q,0.289,0.713,-9.584,0.058,0.393,0.0,0.354,0.381,95.84,5,1,4,metal
4UH0OtOrLpdKz1j0ISe2J3,0.304,0.852,-11.327,0.0896,1.24e-05,0.000693,0.0799,0.284,102.187,9,1,4,metal
01R0Xdwje645C6xFCnMRvm,0.507,0.804,-13.267,0.044,0.0211,0.00248,0.381,0.708,157.996,11,1,4,metal
5XcZRgJv3zMhTqCyESjQrF,0.28,0.908,-5.509,0.109,0.0327,8.85e-06,0.18,0.26,118.698,2,0,4,metal
1bWe6OdgzmJrXLsJN2HDXx,0.416,0.792,-11.885,0.0604,0.00352,0.105,0.402,0.52,104.708,6,1,4,metal
5uughkugWM5UP0qzts0U5c,0.497,0.896,-6.734,0.0541,0.0012,0.00055,0.103,0.56,96.878,6,0,4,metal
48KoNhQyODmTvVZWOb0heU,0.359,0.864,-9.155,0.105,0.0181,0.0139,0.0922,0.341,114.018,1,1,4,metal
25kORdST1xzG4WXOnzJCKV,0.498,0.858,-9.48,0.0564,0.0299,0.0,0.106,0.437,151.698,8,1,4,metal
2nWjhmRImt6LScZIPQMBnM,0.397,0.969,-3.892,0.0463,1.52e-06,0.517,0.0513,0.702,134.288,9,1,4,metal
6PvpKM4BW48ic8cbM4Vxcg,0.337,0.849,-4.604,0.0456,0.00136,0.0,0.0904,0.685,106.395,8,1,4,metal
